Sample	percent	start	end
TCGA-04-1331-01	1.5009522019777e-06	0.920513308019512	0.920514798475545
TCGA-04-1332-01	0.560870434300205	0.439129576195964	1
TCGA-04-1335-01	1.19026559233756e-05	0.252678680120153	0.252690572279907
TCGA-04-1336-01	1.88931046402788e-07	0.870618812363908	0.870618990798785
TCGA-04-1338-01	0	0.884228943115318	0.238512714230226
TCGA-04-1341-01	0	0.84657516400212	0.42509070841942
TCGA-04-1342-01	0	0.834591288721129	0.331502381570305
TCGA-04-1343-01	0.00388957593314041	0.505712592592219	0.50960215802919
TCGA-04-1346-01	0	0.425655087439702	0.128617706781409
TCGA-04-1347-01	0.000174939652799737	0.99982507084337	1
TCGA-04-1348-01	0	0.778917843691342	0.492301343255656
TCGA-04-1349-01	1.78434877158188e-07	0.705271104820687	0.705271272759395
TCGA-04-1350-01	8.19750818003206e-05	0.554903351588481	0.554985316174112
TCGA-04-1353-01	0	0.999781039413388	0.0998233242808072
TCGA-04-1356-01	0	0.996844379197457	0.989681929755143
TCGA-04-1360-01	0	0.716710417848929	0.248619937427297
TCGA-04-1361-01	0.000858324239977108	0.408208281448145	0.409066595191953
TCGA-04-1362-01	0	0.942174882259746	0.335308082615012
TCGA-04-1365-01	0	0.516633426348286	0.128863191187702
TCGA-04-1371-01	0	0.507671723574062	0.0122964512010945
TCGA-04-1514-01	0	0.785523618301599	0.0369856244675949
TCGA-04-1517-01	1.31202115557491e-06	0.704838053869993	0.70483935539498
TCGA-04-1519-01	0	0.550994525680946	0.0109868966452921
TCGA-04-1525-01	2.86545420377561e-06	0.946236689834021	0.946239544792056
TCGA-04-1638-01	0	0.740162407646568	0.301139094668036
TCGA-04-1644-01	0	0.95232834108234	0.130282126323202
TCGA-04-1646-01	1.62480699906397e-05	0.579933482416723	0.579949719990544
TCGA-04-1648-01	0	0.483024996815987	0.423020653921
TCGA-04-1649-01	2.1559131628407e-05	0.233427351719725	0.233448900355184
TCGA-04-1651-01	7.71888286247833e-05	0.669562066441297	0.669639244773753
TCGA-04-1652-01	2.65553081888362e-06	0.543575014557662	0.543577659592312
TCGA-04-1654-01	0	0.509736676934229	0.504672527181772
TCGA-09-0364-01	0	0.894326089989915	0.106228223204062
TCGA-09-0365-01	7.14474240479875e-05	0.95232834108234	0.952399778010219
TCGA-09-0367-01	0	0.966980993347801	0.148081246731624
TCGA-09-0369-01	0	0.889643654424376	0.138118786700774
TCGA-09-1659-01	0	0.970163106481517	0.288100553805179
TCGA-09-1661-01	4.29293322104112e-06	0.0135188980483359	0.0135231804853878
TCGA-09-1662-01	0.00507512874548715	0.931435831658827	0.936510949908145
TCGA-09-1664-01	4.33386828109505e-05	0.391636751009894	0.391680079196536
TCGA-09-1665-01	0	0.785753096049794	0.503711560902752
TCGA-09-1666-01	6.52336918551847e-05	0.396954540692147	0.397019763887833
TCGA-09-1667-01	6.36067856222718e-06	0.348174223898027	0.34818057408042
TCGA-09-1668-01	0	0.912013426195882	0.0844345861623921
TCGA-09-1669-01	0	0.752526485666106	0.365658459229111
TCGA-09-1673-01	1.98377598722927e-06	0.479653175919344	0.479655149199162
TCGA-09-1674-01	0.00147728334033113	0.560212597388969	0.561689870233131
TCGA-09-1675-01	0	0.283418181216656	0.0692232123118721
TCGA-09-2043-01	1.31202115557491e-06	0.704838053869993	0.70483935539498
TCGA-09-2044-01	0	0.914819598035764	0.024461553340262
TCGA-09-2049-01	5.77289308452962e-07	0.479070008756114	0.479070575549253
TCGA-09-2050-01	0	0.934828183062512	0.0955832392719127
TCGA-09-2051-01	0	0.425655087439702	0.0109868966452921
TCGA-09-2054-01	0	0.909106470138913	0.506207990788226
TCGA-09-2055-01	0.000102201199934663	0.838091204867233	0.838193395570999
TCGA-10-0925-01	1.84732578704948e-06	0.138467836809003	0.138469673638621
TCGA-10-0930-01	0	0.99982507084337	0.117523738713653
TCGA-10-0931-01	0.0016725645691269	0.802392998534504	0.804065552607461
TCGA-10-0933-01	0	0.805111810757763	0.136772673987493
TCGA-10-0935-01	0	0.986476378675504	0.383276541710402
TCGA-10-0936-01	0	0.959059051595117	0.178399095717233
TCGA-10-0937-01	0	0.508650911202891	0.310805730664896
TCGA-10-0938-01	9.59349868956377e-06	0.520872041893486	0.520881624896007
TCGA-13-0714-01	0.0279093560060665	1.04961692670713e-08	0.0279093560060666
TCGA-13-0717-01	2.16850856593422e-05	0.137363052018994	0.137384726608484
TCGA-13-0720-01	0	0.995875950142105	0.992510447939347
TCGA-13-0723-01	0	0.911617909546407	0.711795628584822
TCGA-13-0724-01	0	0.890359839540442	0.464460642692618
TCGA-13-0725-01	0	0.320963555893896	0.0069345146309987
TCGA-13-0726-01	0	0.96804493754328	0.0109685598376218
TCGA-13-0751-01	0	0.432656441676451	0.429308237160608
TCGA-13-0755-01	0	0.55396824787048	0.086074413179645
TCGA-13-0758-01	0	0.30109680560215	0.0122601974325236
TCGA-13-0760-01	0	0.885867584065446	0.0693698437962192
TCGA-13-0762-01	6.29770154675958e-06	0.839145272167453	0.83915155937283
TCGA-13-0764-01	0	0.956416808926496	0.124599521286515
TCGA-13-0766-01	0	0.893293686783016	0.366393002145186
TCGA-13-0768-01	1.84732578704948e-06	0.138467836809003	0.138469673638621
TCGA-13-0791-01	0	0.493653291839037	0.0069345146309987
TCGA-13-0791-02	0	0.499722838154927	0.1729791888044
TCGA-13-0792-01	0	0.938135484006808	0.122056656348303
TCGA-13-0793-01	0	0.819348237431829	0.0108576048325371
TCGA-13-0794-01	0	0.561335781963664	0.177974305251735
TCGA-13-0795-01	6.31869388524878e-06	0.302029243293163	0.302035551490879
TCGA-13-0797-01	9.37832722004948e-05	0.58567597859512	0.585769751371151
TCGA-13-0799-01	0	0.545566757137348	0.126483793589305
TCGA-13-0800-01	0.000418209367381815	0.563316325130766	0.563734524001979
TCGA-13-0801-01	0	0.391673088747819	0.391636751009894
TCGA-13-0802-01	0	0.633979559382151	0.453069968912656
TCGA-13-0804-01	4.24779969328934e-05	0.952357310509455	0.952399778010219
TCGA-13-0805-01	3.48997627382927e-05	0.765395912250094	0.765430801516663
TCGA-13-0886-01	0	0.939931189633513	0.508139233448386
TCGA-13-0887-01	0	0.854765282879004	0.505500905850894
TCGA-13-0889-01	0	0.527033608125143	0.451308281370473
TCGA-13-0890-01	4.28873475334328e-05	0.999957123148636	1
TCGA-13-0891-01	0	0.99982507084337	0.635729858580703
TCGA-13-0893-01	3.12261035026829e-05	0.0355364393723316	0.0355676549796651
TCGA-13-0900-01	0	0.848955033928132	0.123696189472817
TCGA-13-0903-01	9.69846038200976e-06	0.0844248981981793	0.0844345861623921
TCGA-13-0904-01	1.22280371699582e-05	0.383336348882757	0.383348566423758
TCGA-13-0905-01	0	0.376124315536931	0.294827244285135
TCGA-13-0906-01	6.0248011464e-06	0.562556402477457	0.562562416782434
TCGA-13-0908-01	0	0.864158367713011	0.0700844334945608
TCGA-13-0910-01	0	0.95232834108234	0.313760234368543
TCGA-13-0913-01	0	0.996654356549453	0.0748370884323462
TCGA-13-0913-02	0	0.534878854369157	0.508822366127502
TCGA-13-0916-01	1.4589675249993e-06	0.109688558295944	0.1096900067673
TCGA-13-0919-01	0.278676032944284	1.04961692670713e-08	0.278676032944284
TCGA-13-0920-01	0.119926448303942	0.0931541003274657	0.213080538135238
TCGA-13-0921-01	0	0.506697878495379	0.335308082615012
TCGA-13-0923-01	0	0.671038992911874	0.55099864017929
TCGA-13-0924-01	0.00279490945028266	0.584531675727905	0.587326574682018
TCGA-13-1403-01	0	0.81149291486534	0.0109868966452921
TCGA-13-1404-01	0.366488370338942	0.349470637249935	0.715958997092708
TCGA-13-1405-01	1.64789857140209e-06	0.010855967430135	0.0108576048325371
TCGA-13-1409-01	5.94083179244321e-06	0.98967599941952	0.989681929755143
TCGA-13-1412-01	0.00257037539780219	0.888849251855098	0.891419616756731
TCGA-13-1481-01	0	0.604533249313598	0.124156110616777
TCGA-13-1482-01	0	0.42944382667491	0.233664974495253
TCGA-13-1483-01	0	0.79534572355731	0.178160969125581
TCGA-13-1485-01	3.72614008183275e-06	0.824851851294389	0.824855566938301
TCGA-13-1487-01	0	0.999972479044241	0.526999831452514
TCGA-13-1488-01	0	0.383659704368676	0.0867362701237018
TCGA-13-1489-02	0	0.547344335879767	0.194684836459292
TCGA-13-1492-01	0	0.928026350506934	0.329756301831789
TCGA-13-1494-01	0	0.616604536692057	0.584203208607564
TCGA-13-1495-01	3.35877415827178e-07	0.00693418924975209	0.0069345146309987
TCGA-13-1496-01	6.15075517733519e-06	0.0416471201754909	0.041653260434499
TCGA-13-1498-01	0	0.820140120920488	0.492017852220529
TCGA-13-1499-01	0	0.999957123148636	0.888933966437071
TCGA-13-1501-01	0	0.83366755235442	0.718874822412689
TCGA-13-1504-01	0	0.770905319998076	0.265811109216902
TCGA-13-1505-01	9.48748738019331e-05	0.55396824787048	0.554063112248112
TCGA-13-1506-01	0	0.506697878495379	0.145894579792897
TCGA-13-1507-01	0	0.536149478633232	0.125971055721706
TCGA-13-1509-01	0	0.988996078568193	0.40897158386795
TCGA-13-1510-01	0	0.411820517101335	0.1265790463252
TCGA-13-1511-01	0	0.795692495996813	0.418745417241306
TCGA-13-1817-02	2.20839400906369e-05	0.431887807202669	0.43190988064659
TCGA-13-1819-01	0	0.999999685114923	0.29836313080324
TCGA-13-1819-02	0	0.999999685114923	0.570592521559184
TCGA-13-2057-01	0	0.966977729039166	0.113654189471431
TCGA-13-2059-01	0	0.837016795991018	0.515785587781384
TCGA-13-2060-01	0	0.502125883622632	0.50046172648507
TCGA-13-2061-01	0.00120386862767856	0.511795259119665	0.512999117251174
TCGA-13-2065-01	0	0.392052021449887	0.00908273410178306
TCGA-13-2071-01	0	0.844633845019485	0.844582676194417
TCGA-13-A5FT-01	0	0.975914461426756	0.120924791441642
TCGA-13-A5FU-01	0	0.57568114837832	0.32968126471786
TCGA-20-0987-01	8.87975918093101e-06	0.942460052681953	0.942468921944964
TCGA-20-0990-01	0	0.925719051095079	0.0069345146309987
TCGA-20-0991-01	0	0.526993176881213	0.502874732817388
TCGA-20-1682-01	2.46974862325422e-05	0.0178526613677386	0.0178773483578019
TCGA-20-1683-01	0	0.0298584736424501	0.0132064060975858
TCGA-20-1684-01	0	0.545566757137348	0.013427151032969
TCGA-20-1685-01	0	0.573232518047586	0.0696959387823104
TCGA-23-1021-01	0	0.0069622769986506	0.00690466352566699
TCGA-23-1022-01	2.30915723381185e-07	0.523135761210638	0.523135981630192
TCGA-23-1024-01	0	0.95232834108234	0.454080529591357
TCGA-23-1026-01	0	0.870618812363908	0.281374178210301
TCGA-23-1027-01	0	0.576146747949841	0.275001838404043
TCGA-23-1028-01	0	0.584083688728376	0.107598309167898
TCGA-23-1029-01	6.79102150125575e-06	0.0844278056370601	0.0844345861623921
TCGA-23-1030-01	0	0.68178142327929	0.0819771390494926
TCGA-23-1031-01	4.5133527751777e-07	0.18657056290137	0.186571003740478
TCGA-23-1032-01	0	0.521367964897955	0.0121492319312697
TCGA-23-1109-01	0	0.92648700331786	0.328288811417363
TCGA-23-1110-01	0	0.852136044964078	0.615101611210261
TCGA-23-1111-01	4.88071869873868e-06	0.545566757137348	0.545571627359877
TCGA-23-1113-01	3.2716559535416e-05	0.251268488293633	0.251301194356999
TCGA-23-1114-01	0	0.79534572355731	0.0109868966452921
TCGA-23-1116-01	0	0.933570395613424	0.0826343671829124
TCGA-23-1117-01	0	0.704842630199784	0.013427151032969
TCGA-23-1119-01	0	0.886619088791021	0.135656700281068
TCGA-23-1120-01	0	0.499722838154927	0.420354605940534
TCGA-23-1121-01	0	0.510343533951444	0.103505118047582
TCGA-23-1122-01	0.00196275216023234	0.850785786263945	0.852748527928008
TCGA-23-1123-01	0.00222144074743473	0.895480616125974	0.89770204637724
TCGA-23-1124-01	0	0.329315032380577	0.0358783415893051
TCGA-23-1809-01	0	0.804616979354896	0.00904667976042783
TCGA-23-2072-01	0	0.996969000214899	0.0811025247548478
TCGA-23-2077-01	1.13463589534118e-05	0.175039303430545	0.175050639293329
TCGA-23-2078-01	0	0.974922520952296	0.00239895196169937
TCGA-23-2079-01	1.37499817104251e-06	0.456792729227992	0.456794093729994
TCGA-23-2084-01	0.000688979045384743	0.27619697421891	0.276885942768126
TCGA-23-2641-01	0.395800046044595	0.565345927392917	0.961145962941343
TCGA-23-2643-01	0	0.37032587477646	0.329372016083406
TCGA-23-2645-01	0	0.826678510124195	0.0772192780117619
TCGA-24-0966-01	0	0.516570071470726	0.0864746636014494
TCGA-24-0968-01	5.09589016825296e-05	0.676854227543136	0.67690517594865
TCGA-24-0970-01	0	0.909922925159773	0.149876668961759
TCGA-24-0975-01	0.257138145562429	1.04961692670713e-08	0.257138145562429
TCGA-24-0979-01	0	0.93991219156718	0.391150841350885
TCGA-24-0982-01	0	0.775711127536916	0.193781441668579
TCGA-24-1103-01	0	0.999781039413388	0.218255317511534
TCGA-24-1104-01	3.25381246582579e-07	0.999999685114923	1
TCGA-24-1105-01	0	0.696226765706001	0.124016616527516
TCGA-24-1413-01	0	0.705271104820687	0.410319858792096
TCGA-24-1417-01	0	0.959092439909484	0.431872472299402
TCGA-24-1418-01	0	0.358092054217249	0.068349175306536
TCGA-24-1422-01	0	0.845560772221645	0.220083970613497
TCGA-24-1423-01	0	0.815314612071976	0.301139094668036
TCGA-24-1424-01	0	0.87060919787288	0.0109685598376218
TCGA-24-1425-01	0	0.555725558510087	0.273075161577505
TCGA-24-1426-01	0	0.828566676505776	0.00317257211587263
TCGA-24-1427-01	0	0.999999685114923	0.185909692597222
TCGA-24-1428-01	0	0.229602400700624	0.108563599868647
TCGA-24-1430-01	1.98377598722927e-06	0.153963037572066	0.153965010851884
TCGA-24-1431-01	0	0.631390941642202	0.60406690451406
TCGA-24-1434-01	0	0.618768238012477	0.118058518536665
TCGA-24-1435-01	0	0.907525820523861	0.0130046277400276
TCGA-24-1436-01	0	0.79534572355731	0.275001838404043
TCGA-24-1463-01	0	0.470470770194414	0.0069345146309987
TCGA-24-1464-01	0	0.999781039413388	0.464385280197442
TCGA-24-1466-01	0	0.989673102476808	0.145894579792897
TCGA-24-1469-01	0	0.897664155206267	0.0124673183402273
TCGA-24-1470-01	0	0.832859693696171	0.637792807172545
TCGA-24-1474-01	0	0.935408526756215	0.152919046594322
TCGA-24-1545-01	0.00207441040865638	0.73771161510497	0.739786015017457
TCGA-24-1548-01	0.00112810727807104	0.513865303121916	0.514993399903817
TCGA-24-1549-01	0	0.932614782380719	0.0109962277397505
TCGA-24-1550-01	0	0.834591288721129	0.245190324622793
TCGA-24-1551-01	0	0.692474458674241	0.0376684212692946
TCGA-24-1552-01	4.79674934478188e-06	0.920601759237736	0.920606545490912
TCGA-24-1556-01	0	0.580981839800873	0.0236910400521853
TCGA-24-1557-01	0.132435961244532	0.656336945673948	0.788772896422311
TCGA-24-1562-01	0	0.999972479044241	0.421053976193471
TCGA-24-1563-01	0	0.782997715172887	0.039374006786865
TCGA-24-1564-01	0.999748438311715	1.04961692670713e-08	0.999748438311715
TCGA-24-1567-01	0	0.918419007370137	0.662651997388469
TCGA-24-1603-01	0	0.935209372440968	0.474376898586454
TCGA-24-1604-01	0.000296873650914247	0.455009755454581	0.455306618609326
TCGA-24-1614-01	0	0.105051455685373	0.0344884913387815
TCGA-24-1616-01	5.51048885341464e-06	0.844633845019485	0.844639345012169
TCGA-24-1842-01	4.79674934478188e-06	0.410733575799041	0.410738362052217
TCGA-24-1843-01	0	0.997837348296504	0.104614668098428
TCGA-24-1846-01	0	0.999972479044241	0.0108576048325371
TCGA-24-1847-01	0	0.539609078993267	0.225126382799449
TCGA-24-1849-01	0	0.972119403497664	0.218617456342811
TCGA-24-1850-01	0	0.976263070695877	0.204422982857215
TCGA-24-1852-01	5.35094708089673e-05	0.320192727720742	0.320246226695382
TCGA-24-1852-02	0	0.568904853002514	0.2253874435209
TCGA-24-1920-01	0	0.922479146053502	0.458909523168058
TCGA-24-1924-01	0	0.828566676505776	0.633153647312801
TCGA-24-1927-01	8.70132430377283e-06	0.687133367496265	0.6871420583244
TCGA-24-2019-01	4.29293322104112e-06	0.0135188980483359	0.0135231804853878
TCGA-24-2020-01	0.000256400422307072	0.102957868775507	0.103214258701644
TCGA-24-2023-01	0	0.39343535357931	0.351874553899687
TCGA-24-2024-01	0	0.912068226695508	0.67911792586795
TCGA-24-2026-01	0	0.596563728425728	0.0109868966452921
TCGA-24-2027-01	0	0.739590828254185	0.0109685598376218
TCGA-24-2029-01	0	0.010855967430135	0.00438332623057558
TCGA-24-2035-01	7.95609628740627e-06	0.515660641382697	0.515668586982815
TCGA-24-2254-01	0	0.871134163777649	0.104542538423379
TCGA-24-2260-01	0	0.787707713678862	0.131216054470248
TCGA-24-2262-01	0	0.359189323750079	0.287373127291852
TCGA-24-2267-01	0	0.954728930446442	0.0642603610887945
TCGA-24-2280-01	1.5009522019777e-06	0.920513308019512	0.920514798475545
TCGA-24-2281-01	0	0.517136486747841	0.180990075095263
TCGA-24-2288-01	0	0.89025037499139	0.512535333516932
TCGA-24-2289-01	0	0.978106114045875	0.139043845584808
TCGA-24-2290-01	0	0.94961552217172	0.109148435922787
TCGA-24-2293-01	0	0.505385416500696	0.503485567882747
TCGA-24-2295-01	6.66506747032056e-06	0.526993176881213	0.526999831452514
TCGA-24-2298-01	0	0.967336645546485	0.0109868966452921
TCGA-25-1313-01	0	0.787629979049436	0.103382365348266
TCGA-25-1318-01	0	0.94114813648807	0.549373749210872
TCGA-25-1320-01	0	0.695048528723617	0.0108576048325371
TCGA-25-1321-01	0.00398941549499504	0.256779166078094	0.26076857107692
TCGA-25-1322-01	2.09923384891986e-07	0.760857840996345	0.760858040423561
TCGA-25-1323-01	0	0.43190988064659	0.43038853438777
TCGA-25-1329-01	0	0.885722831395394	0.391651592593206
TCGA-25-1625-01	0	0.850384276301831	0.0109868966452921
TCGA-25-1626-01	0	0.873705861692776	0.512535333516932
TCGA-25-1627-01	2.78673293444112e-05	0.392189279855099	0.392217136688274
TCGA-25-1630-01	0.76180289508279	0.238197115413379	1
TCGA-25-1632-01	0	0.985844414821456	0.354863558511641
TCGA-25-1633-01	0	0.999957123148636	0.953378073464662
TCGA-25-1634-01	0	0.791572361210046	0.0318813793486232
TCGA-25-1635-01	0	0.666390911308273	0.617718358683786
TCGA-25-1870-01	0	0.255086637795064	0.1096900067673
TCGA-25-1877-01	0	0.963390967588732	0.109669812137674
TCGA-25-2042-01	0	0.985844414821456	0.130282126323202
TCGA-25-2391-01	0	0.0221169295505728	0.0221021824327841
TCGA-25-2392-01	0	0.76010466737986	0.342864390312061
TCGA-25-2393-01	0	0.952600874116776	0.0109685598376218
TCGA-25-2396-01	0	0.99982507084337	0.664846305538407
TCGA-25-2397-01	0	0.243423451973004	0.0109685598376218
TCGA-25-2398-01	0	0.870618990798785	0.529598441545584
TCGA-25-2399-01	0	0.70488658815658	0.500589087002684
TCGA-25-2401-01	0	0.952398455492894	0.462142752645995
TCGA-25-2404-01	0	0.953055673130145	0.149876668961759
TCGA-25-2408-01	9.76143739747736e-07	0.224420378967549	0.22442134461512
TCGA-29-1688-01	0	0.550994525680946	0.0876240466145792
TCGA-29-1690-01	0	0.650062461653558	0.0109685598376218
TCGA-29-1691-01	0	1	0.135667185954144
TCGA-29-1692-01	2.28711527839819e-05	0.130259265666587	0.130282126323202
TCGA-29-1693-01	7.86582923190272e-05	0.325470243601603	0.325548891397753
TCGA-29-1694-01	9.089682565823e-05	0.130397195826631	0.13048808215612
TCGA-29-1697-01	0	0.999907917107217	0.564671527526613
TCGA-29-1698-01	0	0.657838601119265	0.043914061816601
TCGA-29-1699-01	0	0.978251160608666	0.944791577252425
TCGA-29-1701-01	0	0.989500020645965	0.309833585965631
TCGA-29-1702-01	0	0.966073924897852	0.0454955511251925
TCGA-29-1703-01	0	0.710358041756574	0.70457187101795
TCGA-29-1704-01	9.62498719729756e-06	0.87060919787288	0.870618812363908
TCGA-29-1704-02	4.12499451312753e-06	0.550994525680946	0.55099864017929
TCGA-29-1705-01	0	0.276876370261775	0.113123461169747
TCGA-29-1705-02	2.21469171061045e-05	0.604533249313598	0.604555385734535
TCGA-29-1707-01	3.35877415827178e-06	0.511623195417238	0.511626543695227
TCGA-29-1707-02	0	0.927350260757382	0.138469673638621
TCGA-29-1710-01	0.00107631917901819	0.50603146621387	0.507107774896719
TCGA-29-1710-02	0	0.52443518696312	0.128080407877778
TCGA-29-1711-01	0.00108997469520542	0.925350782500963	0.926440746699999
TCGA-29-1761-01	0	0.999907917107217	0.288328089762064
TCGA-29-1762-01	2.63768733116781e-05	0.576622885675284	0.576649252052426
TCGA-29-1763-01	0	0.802120003668621	0.0108576048325371
TCGA-29-1766-01	0	0.50853364800009	0.113104011768137
TCGA-29-1768-01	0	0.073404602742351	0.0720705711198701
TCGA-29-1770-01	0	0.711441561307694	0.648350914311856
TCGA-29-1776-01	0	0.51416564050868	0.415573789780665
TCGA-29-1777-01	0	0.918322967421549	0.795394982079575
TCGA-29-1781-01	0	0.744844874700615	0.0118237772115024
TCGA-29-1784-01	3.98014737755206e-05	0.299057861749371	0.299097652726977
TCGA-29-1785-01	0	0.795355778887447	0.102744292723718
TCGA-29-2425-01	0	0.76713824485619	0.0358783415893051
TCGA-29-2428-01	0	0.320857114241587	0.0109868966452921
TCGA-29-2429-01	0	0.992035937120137	0.283782765655367
TCGA-29-2431-01	0	0.947386020366305	0.103505118047582
TCGA-29-2434-01	6.11716743575248e-05	0.388943486462576	0.389004647640764
TCGA-29-2436-01	1.57232615284098e-05	0.322914877725821	0.32293059049118
TCGA-29-A5NZ-01	1.4904560327331e-06	0.790228463188476	0.790229943148339
TCGA-30-1714-01	0.0129796783457332	1.04961692670713e-08	0.0129796783457332
TCGA-30-1718-01	0	0.999957123148636	0.342864390312061
TCGA-30-1855-01	0	0.988950042369886	0.221477148149671
TCGA-30-1856-01	0	0.873543611908593	0.371812615165281
TCGA-30-1859-01	0	0.936305749799413	0.743364390028664
TCGA-30-1860-01	0	0.823720364249821	0.129013769231685
TCGA-30-1861-01	0	0.99982507084337	0.253678503217716
TCGA-30-1862-01	0	0.506739579775788	0.466424990270576
TCGA-30-1866-01	0	0.844633845019485	0.600617758338592
TCGA-30-1867-01	6.66506747032056e-06	0.526993176881213	0.526999831452514
